n_estimators,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
96,0.5238492,0.0013159670816551418,0.5842508000000001,0.0035760578518810255
97,0.5232072,0.001289669321958152,0.5840699999999999,0.003578301999552292
98,0.5224168,0.0012125237152319918,0.5837548,0.003674139104606675
99,0.5217872,0.0012722203268302316,0.5835153999999999,0.0036635616877568763
100,0.5211357999999999,0.0012568302033289676,0.5833794,0.003670686072112406
101,0.5204612000000001,0.0013141029487829321,0.5831996,0.0036933863377664805
102,0.5198496,0.0012545119529123517,0.5830156000000001,0.0037402006684133845
103,0.5191288,0.0012740827916583736,0.5827990000000001,0.0037792821011403575
104,0.5184484,0.0012611238797200187,0.5825929999999999,0.00377028874225836
105,0.5178058,0.0012901935358697167,0.582404,0.0038325155185595667
106,0.5170581999999999,0.0013364908379783454,0.5821092,0.003847843728635578
107,0.516429,0.0013350486133470968,0.5819986,0.003824799738548401
108,0.51569,0.0012318508026543035,0.5817946,0.003912122012412187
109,0.51516,0.0011805078568141777,0.5816454,0.003952921279256645
110,0.5145228,0.0011214562675378986,0.5814843999999999,0.003936168929301697
111,0.5138723999999999,0.0010392823677903866,0.5813518,0.004008806625418594
112,0.5132006,0.001006576097471058,0.5811732,0.0040105046764715305
113,0.5126037999999999,0.0010135273849285157,0.5810418,0.004031471165716068
114,0.5120194,0.0010095919175587798,0.5809063999999999,0.003997898127766628
115,0.5114206,0.0009468433027697888,0.5807318,0.00399162049298276
116,0.5108678,0.0009374560043010396,0.5806229999999999,0.004029524885144657
117,0.5103601999999999,0.0010502550928226885,0.5804584,0.003957349951672219
118,0.5097335999999999,0.001050789151066957,0.5803154,0.0038502390886800864
119,0.5090778,0.0010578044053604746,0.5800574000000001,0.0038778771821706723
120,0.5084308,0.0011306057491451379,0.5799012,0.0038938446502139877
121,0.5077755999999999,0.0010881806100092122,0.579705,0.003905935176113412
122,0.50711,0.0010609433538129858,0.5795728,0.0038290300286103964
123,0.5064218,0.0010873467524207677,0.5794174,0.0037210632136527905
124,0.5057442,0.0010578720905667406,0.5793398000000001,0.0037309791958680177
125,0.505226,0.0011397820844354476,0.5792488,0.0036999503456127815
126,0.5045558,0.0011498016176715099,0.57918,0.0037034030836515628
127,0.5039062,0.001208549279094542,0.5790212,0.0036837911667194226
128,0.5033340000000001,0.0012265939833539033,0.5789529999999999,0.0037172689437273703
129,0.5026695999999999,0.0012963734955636754,0.5787836000000001,0.003698149082987306
130,0.5020742,0.0013525049944454878,0.5786624,0.0036400588237005347
131,0.5014562,0.0013060276260477624,0.5785156,0.003649425960339509
132,0.5009526,0.0012568749500248774,0.5784188000000001,0.003715596285927731
133,0.500385,0.0012151822908518697,0.5783358000000001,0.003774899490052669
134,0.49984199999999995,0.0011972202804830833,0.5781918000000001,0.003823134912607713
135,0.4992526,0.001218600114885909,0.578049,0.0037991467989536617
136,0.4987044,0.0012608464775697315,0.5779416,0.0037669767506582756
137,0.49814980000000003,0.001260100376954168,0.5777778,0.0037316363381229875
138,0.4975096,0.0012338242338355942,0.577649,0.003761553030332037
139,0.49687660000000006,0.0012056587576922486,0.5775358,0.003783546452734527
140,0.49637259999999994,0.0012146432562690826,0.5774802,0.0037674023623711986
141,0.4959006,0.0012436846224023108,0.5773811999999999,0.003775723051284329
142,0.495355,0.0012807536843593415,0.5772936000000001,0.0038014488080204286
143,0.494833,0.0012685013204565467,0.577258,0.003868972990342498
144,0.49431460000000005,0.0012695385933479976,0.5771805999999999,0.0038400273749024075
145,0.4937494,0.0012909893260596688,0.5770936000000001,0.003819288237355218
146,0.4932328,0.001291748179793562,0.5769679999999999,0.00382456622376971
147,0.49282639999999994,0.0013280586734026618,0.5769152,0.0038524324990841766
148,0.4922714000000001,0.0012929331923962676,0.5767872,0.00381881879119708
149,0.4917994,0.0013382532794654432,0.5767256,0.003835989082361959
150,0.49130140000000005,0.0012770778519730023,0.5767382,0.0038708240673014276
151,0.49078499999999997,0.0012840646401174566,0.5766582,0.00384793998913704
152,0.49023779999999995,0.0013256194627418404,0.5766146,0.003860438918050632
153,0.4897438,0.00129273622986284,0.57649,0.0038771783038699767
154,0.4892738,0.0012760967674906067,0.5764355999999999,0.003883999309989632
155,0.4887576,0.001214929726362812,0.576372,0.003862174724167712
156,0.48815280000000005,0.0012053914550883343,0.5762031999999999,0.0038395342113334645
157,0.48765660000000005,0.0011798361920199044,0.5761062,0.0038419337526823445
158,0.48724439999999997,0.001200507159495519,0.5760842,0.0038445477965555214
159,0.4867844,0.0011662841163284368,0.576025,0.0038502109033142677
160,0.486236,0.0010931190237114974,0.5760014,0.003837462682554711
161,0.48577319999999996,0.0011763464455678044,0.5759519999999999,0.0038109901600502654
162,0.4852598,0.0012069295588392852,0.5758604,0.003828890993486215
163,0.4848116,0.001130991883260007,0.5758048,0.003885756214689734
164,0.4842954,0.0011414539149698505,0.5757642,0.003837101635349274
165,0.48376719999999995,0.0010625232985680788,0.575643,0.0037994368003692355
166,0.4833058,0.000990898259156814,0.5755836000000001,0.003825903009748146
167,0.48286100000000004,0.0010244610290294207,0.5755676000000001,0.003764443257641159
168,0.48240219999999995,0.0010572376081089804,0.5755388,0.003807518005210198
169,0.48176120000000006,0.0011684282434107729,0.5754870000000001,0.0038821301884403732
170,0.481283,0.0011912838452694534,0.5754275999999999,0.0038549459451462887
171,0.4807296,0.0011847606678143897,0.5754142,0.0038219152999510596
172,0.4802448,0.0011494849977272314,0.575355,0.0038660347644582944
173,0.47979760000000005,0.0010803968900362404,0.5753025999999999,0.003927096056884789
174,0.4792914,0.0010085337079146028,0.5753022000000001,0.003971750062629802
175,0.47886259999999997,0.0010568219528378474,0.5752219999999999,0.003976432773227766
176,0.47850040000000005,0.0010398050971215712,0.57523,0.00397641270493898
177,0.47794420000000004,0.0010894964708524882,0.5751996,0.003949842204443104
178,0.4774236,0.001029238281448956,0.5751816000000001,0.003935011593375543
179,0.47694600000000004,0.0010314599362069242,0.5752034,0.003940470662243296
180,0.4764942,0.0010830598136760562,0.5750843999999999,0.003963183800935788
181,0.47601499999999997,0.0011153021115374894,0.5750236,0.00395825040137686
182,0.4755964,0.0011234757852308143,0.57501,0.003969846999570648
183,0.47511380000000003,0.0011625526052613758,0.5749468,0.003924982415247221
184,0.47462499999999996,0.0011077129592092056,0.5748834,0.003986092201643133
185,0.47411519999999996,0.0010985274507266623,0.5747998000000001,0.003955461004737622
186,0.47365499999999994,0.0011889578630044028,0.5747696,0.003971956626147881
187,0.47318699999999997,0.0011869933445474918,0.5747302000000001,0.003987588464222451
188,0.4727423999999999,0.0012455891136325871,0.5746781999999999,0.0039418698811604725
189,0.47229680000000007,0.0012105703449201146,0.5745216,0.003967020272194224
190,0.47185179999999993,0.001196128488081449,0.57446,0.003938953668171276
191,0.4713898,0.0012092915942815512,0.5744518,0.003957051144476144
192,0.47100780000000003,0.0012571469922009943,0.5744355999999999,0.003989652847053248
193,0.47056320000000007,0.001307449945504603,0.5743622,0.003954073110097983
194,0.47009,0.0012862368366673349,0.5742841999999999,0.003947331422619598
195,0.4696714,0.0012010358196157184,0.5743052,0.003943762792055305
196,0.4693214,0.0012072057985281436,0.5742952,0.004002822873922843
197,0.4689018,0.0012303874836814758,0.5742484,0.0040095799580504915
198,0.46846240000000006,0.0012346927715022723,0.574175,0.003985298131884248
199,0.46802679999999997,0.0011631019559780638,0.5741318,0.003992979208560951
200,0.4675688,0.0011599866206124952,0.5740686,0.00403516094350645
201,0.46714520000000004,0.0010982993034687823,0.5739684,0.004058381480344106
202,0.46667640000000005,0.0011425707155358004,0.5739236,0.004108718564224163
203,0.46628,0.001104552760170363,0.5739584,0.004145933506461482
204,0.4658004,0.0010532362697894498,0.5739606,0.004147990867878084
205,0.46533560000000007,0.0010570514840820278,0.5738668,0.004083647751704343
206,0.464877,0.0010552055723886129,0.5738302,0.004107553062347436
207,0.4643674,0.0011385330210406705,0.5738558,0.0041885947237707295
208,0.46394919999999995,0.0011637136073794122,0.5737406,0.004219261575204834
209,0.4635014,0.0011746653310624256,0.5736912000000001,0.004228410926104531
210,0.46307860000000006,0.0013264442091546894,0.5736418,0.004203851110588955
211,0.46263240000000005,0.0014065275823815207,0.573592,0.004260728717015437
212,0.46214500000000003,0.0014096146991288067,0.5735718000000001,0.004268371370909519
213,0.4617246,0.0013754650995208854,0.5735728000000001,0.004248720579186173
214,0.46127779999999996,0.0014097851467510993,0.573577,0.004254003338033499
215,0.4609392,0.001350437469859297,0.5735790000000001,0.004282954961238771
216,0.46045379999999997,0.0013246101917167863,0.5735122,0.004314862611949544
217,0.4599306,0.0013299131700979518,0.5734534,0.004334943072290578
218,0.4595102000000001,0.001292702347797054,0.5734444000000001,0.004399396895030034
219,0.4590326,0.0013670895508341933,0.5734476000000001,0.004409831724680646
220,0.45857960000000003,0.0013843117567946834,0.5734238,0.004422436134078152
221,0.4581232,0.0014465393738160048,0.5733948,0.0043771653567120225
222,0.45766840000000003,0.0014272383963444854,0.573378,0.0044325182909943795
223,0.45721880000000004,0.0014562831318119332,0.5733368000000001,0.0044413826405748915
224,0.4567914,0.0015107904685958263,0.5733812,0.0043944155197250265
225,0.45638359999999994,0.0015697409467807133,0.5733408,0.004375623356734428
226,0.4559934,0.0015057226305000507,0.5733026000000001,0.004436085869322215
227,0.45557420000000004,0.0014607851861242482,0.5732422,0.004460785060950575
228,0.4551102,0.0014955039819405398,0.5732558,0.004495278785570483
229,0.4546374,0.0015236606708844461,0.5731961999999999,0.004478575996898982
230,0.45422320000000005,0.0015637010455966474,0.5731615999999999,0.004453406902585932
231,0.4538785999999999,0.0016077439597149755,0.573094,0.004458065634330648
232,0.453496,0.001598508805105554,0.5730642,0.004466423598361435
233,0.4531242,0.0015577893824262697,0.573062,0.004496178154833257
234,0.452698,0.0015235848515918055,0.5729836,0.004477792652635881
235,0.45228339999999995,0.0015013133716849341,0.5729204000000001,0.004446066783124147
236,0.4519342,0.0015631468772959246,0.572883,0.004494675205173358
237,0.45149340000000004,0.0015558225605768717,0.5728407999999999,0.004487879829050713
